# (c) Die Bundeswahlleiterin (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2025
# Bundestagswahl 2025, Zweitstimmen nach Gemeinden (Wahlbezirksstatistik, gemeinsam ausgezählte Briefwahl anteilig verteilt, geschätzt)
Gemeindeschlüssel;Gemeinde;Wahlberechtigte;Wählende;Gültige · Zweitstimmen;CDU · Zweitstimmen;CSU · Zweitstimmen;SPD · Zweitstimmen;AfD · Zweitstimmen;GRÜNE · Zweitstimmen;FDP · Zweitstimmen;Die Linke · Zweitstimmen;BSW · Zweitstimmen;FREIE WÄHLER · Zweitstimmen;Übrige · Zweitstimmen;Briefwahl;Auszählungseinheit;Enthält
03154013;Königslutter am Elm, Stadt;12392;10432;10377;2945;0;2562;2014;997;390;647;374;65;383;eigene Auszählung;;
03154014;Lehre;9373;8120;8065;2359;0;1962;1341;933;359;534;275;42;260;eigene Auszählung;;
03154015;Mariental;782;654;650,4;194,4;0;111,6;175,5;41,6;18,3;42,7;31,2;7,1;28;anteilig geschätzt;SG Grasleben;
03154016;Querenhorst;400;346,4;345;111;0;59,4;79,2;26;10,7;18,5;29,7;0,6;9,9;anteilig geschätzt;SG Grasleben;
03154017;Räbke;642;557,1;555;159,8;0;112,6;131,7;57;12,8;32,2;17,5;4,8;26,6;anteilig geschätzt;SG Nord-Elm;
03154018;Rennau;577;528,5;526,1;177,3;0;111,1;108,9;36,8;19,4;39,7;15,8;2,8;14,3;anteilig geschätzt;SG Grasleben;
03154019;Schöningen, Stadt;8606;6576;6521;1739;0;1522;1699;374;204;413;293;44;233;eigene Auszählung;;
03154021;Süpplingen;1357;1111,1;1106,8;284,5;0;232,3;313,8;76,4;27,8;75,2;46,7;6,1;44;anteilig geschätzt;SG Nord-Elm;
03154022;Süpplingenburg;525;475,6;472,5;136,1;0;119,6;97,9;36,1;15,5;24,5;22;4,7;16,1;anteilig geschätzt;SG Nord-Elm;
03154024;Velpke;3773;3219,6;3210,9;978,6;0;781,9;717;171,2;115,3;182,6;137,5;19,1;107,7;anteilig geschätzt;SG Velpke;
03154025;Warberg;667;596,4;593,2;197,8;0;131,7;130,3;32,9;16,3;36,1;23,9;4,2;20;anteilig geschätzt;SG Nord-Elm;
03154026;Wolsdorf;761;653,5;651,3;174,6;0;144,2;185,6;46,6;17,8;32,4;28,8;1,3;20;anteilig geschätzt;SG Nord-Elm;
03154027;Söllingen;1250;1031,6;1028,2;257,7;0;219,1;277,2;65,4;38,8;73,1;38;12,8;46,1;anteilig geschätzt;SG Heeseberg;
03154028;Helmstedt, Stadt;18706;14649;14567;3969;0;3262;3502;1051;488;1088;642;86;479;eigene Auszählung;;
03155001;Bad Gandersheim, Stadt;7492;6057;6029;1747;0;1460;1180;558;245;429;207;48;155;eigene Auszählung;;
03155002;Bodenfelde, Flecken;2403;1965;1952;457;0;524;456;152;71;106;95;24;67;eigene Auszählung;;
03155003;Dassel, Stadt;7674;6405;6378;1854;0;1766;1189;537;289;344;174;54;171;eigene Auszählung;;
03155005;Hardegsen, Stadt;6213;5327;5300;1476;0;1369;922;592;223;340;183;40;155;eigene Auszählung;;
03155006;Kalefeld;5074;4356;4331;1207;0;1176;918;306;167;244;153;50;110;eigene Auszählung;;
03155007;Katlenburg-Lindau;5708;4932;4907;1494;0;1206;999;436;185;245;166;36;140;eigene Auszählung;;
03155009;Moringen, Stadt;5637;4588;4561;1170;0;1149;1026;425;164;301;179;33;114;eigene Auszählung;;
03155010;Nörten-Hardenberg, Flecken;6740;5818;5789;1651;0;1510;1041;593;219;343;216;40;176;eigene Auszählung;;
03155011;Northeim, Stadt;21730;17491;17376;4638;0;4321;3707;1514;715;1166;803;94;418;eigene Auszählung;;
03155012;Uslar, Stadt;11073;8981;8925;2453;0;2526;1618;795;320;604;295;81;233;eigene Auszählung;;
03155013;Einbeck, Stadt;23928;19692;19574;5421;0;5071;3823;1789;758;1397;686;137;492;eigene Auszählung;;
03157001;Edemissen;9822;8673;8635;2561;0;2138;1545;929;330;503;267;99;263;eigene Auszählung;;
03157002;Hohenhameln;7285;6277;6241;1693;0;1591;1336;527;266;377;211;50;190;eigene Auszählung;;
03157005;Lengede;10926;9390;9354;2367;0;2317;2151;682;297;631;492;76;341;eigene Auszählung;;
03157006;Peine, Stadt;35617;28891;28726;6946;0;7885;5918;2468;920;2286;1194;199;910;eigene Auszählung;;
03157007;Vechelde;14042;12358;12313;3564;0;3038;2307;1285;456;755;440;90;378;eigene Auszählung;;
03157008;Wendeburg;8337;7443;7419;2373;0;1651;1262;872;352;428;223;50;208;eigene Auszählung;;
03157009;Ilsede;17011;14558;14467;3527;0;3996;3037;1218;478;974;583;184;470;eigene Auszählung;;
03158002;Baddeckenstedt;2471;2091,3;2082,4;642,4;0;478,4;466,9;138,3;73;134,9;68,2;17,7;62,6;anteilig geschätzt;SG Baddeckenstedt;
03158004;Burgdorf;1796;1577;1571,5;411,1;0;356,3;383,1;120,4;68,6;100,3;62,4;13,3;56;anteilig geschätzt;SG Baddeckenstedt;
03158005;Cramme;684;597,1;592,7;144,9;0;145,4;132,2;52,1;18,7;48,5;20;7,6;23,3;anteilig geschätzt;SG Oderwald;
03158006;Cremlingen;10255;9085;9038;2795;0;2172;1219;1341;362;577;243;61;268;eigene Auszählung;;
03158007;Dahlum;507;456,1;453,6;126,3;0;106,7;117,1;37,8;15;20,2;12,1;7,1;11,3;anteilig geschätzt;SG Elm-Asse;
03158008;Denkte;2314;2076,5;2067,9;655,8;0;495,1;341,6;202,1;83,6;154;56,5;15,3;63,9;anteilig geschätzt;SG Elm-Asse;
03158009;Dettum;919;823,3;820,7;215,4;0;226,1;121,8;112,2;28,3;62;19,8;6,6;28,5;anteilig geschätzt;SG Sickte;
03158010;Dorstadt;552;484;483,7;128,5;0;110,9;102,4;40,3;20,7;46,6;14,1;2,6;17,6;anteilig geschätzt;SG Oderwald;
03158011;Elbe;1252;1083;1076,5;284,7;0;261,8;252,4;84,9;36,1;74,6;40,2;3,9;37,9;anteilig geschätzt;SG Baddeckenstedt;
03158012;Erkerode;680;624;620,4;173,7;0;116,3;93,8;109,4;35,9;53,2;15,4;3,5;19,2;anteilig geschätzt;SG Sickte;
03158013;Evessen;1019;904;901,2;249,8;0;196,8;113,9;181,3;30,2;76,7;21,9;5,2;25,4;anteilig geschätzt;SG Sickte;
03158014;Flöthe;907;819,3;815,9;183,4;0;243,7;185,3;68,2;26,4;49,7;22,8;12;24,4;anteilig geschätzt;SG Oderwald;
03158016;Haverlah;1246;1102,8;1098,4;301,1;0;254,8;268,2;68,8;48,7;74,8;38,7;7,8;35,5;anteilig geschätzt;SG Baddeckenstedt;
03158017;Hedeper;393;334,8;333,4;91,9;0;74,7;71,9;21,5;10,9;21,4;18;2,8;20,3;anteilig geschätzt;SG Elm-Asse;
03158018;Heere;844;754;748,7;189,5;0;195,2;180,6;52,9;23,7;46,1;25,8;3,3;31,6;anteilig geschätzt;SG Baddeckenstedt;
03158019;Heiningen;514;463;462,6;98,8;0;109,2;100,6;58,4;15,8;35,6;27,1;3,6;13,5;anteilig geschätzt;SG Oderwald;
03158021;Kissenbrück;1400;1259,4;1257,8;409,2;0;311,4;206,7;118,3;54,9;65,5;45,4;9,9;36,5;anteilig geschätzt;SG Elm-Asse;
03158022;Kneitlingen;631;556,9;553,3;162,5;0;134,3;92,6;69,2;12,4;34,4;18,7;8,5;20,7;anteilig geschätzt;SG Elm-Asse;
03158023;Ohrum;498;440,3;439,1;119,8;0;103,4;76,3;39,8;20,5;37,6;19,7;7,9;14,1;anteilig geschätzt;SG Oderwald;
03158025;Roklum;357;302,2;300,9;91,1;0;95,9;51,3;20,7;6,9;18;7;1,5;8,5;anteilig geschätzt;SG Elm-Asse;
03158027;Schöppenstedt, Stadt;4123;3352,3;3332,8;893,4;0;804,1;692,6;319,7;119,9;262,2;113,5;24,8;102,6;anteilig geschätzt;SG Elm-Asse;
03158028;Sehlde;706;624,9;622,7;154,3;0;143,5;163,8;45,6;16,9;40,3;30,7;4,1;23,5;anteilig geschätzt;SG Baddeckenstedt;
03158030;Sickte;4894;4042,9;4020,6;1187,5;0;982,4;597,7;553,8;166,8;263,3;120,5;32,6;116;anteilig geschätzt;SG Sickte;
03158031;Uehrde;718;656,3;650,6;172,6;0;176,2;143,8;37,4;30,5;45,1;14,8;3,8;26,4;anteilig geschätzt;SG Elm-Asse;
03158032;Vahlberg;539;467,3;463;137,7;0;93,9;90,4;32,4;18,5;54,8;13,6;6,7;15;anteilig geschätzt;SG Elm-Asse;
03158033;Veltheim (Ohe);788;732,9;732,1;245,5;0;162,4;91,7;107,3;27,8;56,8;18,5;6,1;16;anteilig geschätzt;SG Sickte;
03158035;Winnigstedt;532;439,3;435,9;103,6;0;101,9;119;31,4;14,2;35,9;11,3;0,9;17,7;anteilig geschätzt;SG Elm-Asse;
03158036;Wittmar;864;789,9;787,1;215,9;0;217,2;173,8;59,2;31,8;48,5;23,1;4,9;12,7;anteilig geschätzt;SG Elm-Asse;
03158037;Wolfenbüttel, Stadt;40122;33443;33259;9249;0;8024;5009;4189;1399;2949;1188;219;1033;eigene Auszählung;;
03158038;Börßum;2228;1924,2;1918;501,6;0;519,4;410,3;146,3;56,9;128,1;79,2;20,3;55,9;anteilig geschätzt;SG Oderwald;
03158039;Schladen-Werla;6976;5930;5865;1539;0;1534;1345;425;227;361;198;63;173;eigene Auszählung;;
03158040;Remlingen-Semmenstedt;1899;1658;1651,4;436;0;401,6;415,2;110,2;64,5;107,9;53,1;8,8;54,1;anteilig geschätzt;SG Elm-Asse;
03159001;Adelebsen, Flecken;5085;4382;4356;1230;0;1213;709;456;155;312;145;41;95;eigene Auszählung;;
03159002;Bad Grund (Harz);6657;5257;5230;1451;0;1433;1048;317;187;381;193;70;150;eigene Auszählung;;
03159003;Bad Lauterberg im Harz, Stadt;8276;6460;6408;1885;0;1535;1430;384;292;371;303;36;172;eigene Auszählung;;
03159004;Bad Sachsa, Stadt;5678;4425;4385;1264;0;831;1161;280;236;260;218;24;111;eigene Auszählung;;
03159005;Bilshausen;1800;1556,8;1548,8;582,8;0;263,7;304,1;120,6;65,2;88,4;54,6;28,6;40,8;anteilig geschätzt;SG Gieboldehausen;
03159006;Bodensee;608;535,2;529;202,9;0;73,3;105,2;53,6;28,7;32,4;13;7,5;12,4;anteilig geschätzt;SG Gieboldehausen;
03159007;Bovenden, Flecken;10981;9481;9448;2631;0;2247;1342;1436;414;742;337;56;243;eigene Auszählung;;
03159008;Bühren;442;385,8;383,7;127;0;99,6;57,4;36,7;19,4;24,3;7,6;4,2;7,5;anteilig geschätzt;SG Dransfeld;
03159009;Dransfeld, Stadt;3452;2888;2878,5;839,7;0;677;521;336,4;120,7;167;109,6;34,7;72,4;anteilig geschätzt;SG Dransfeld;
03159010;Duderstadt, Stadt;16250;13590;13504;5491;0;2253;2424;1118;638;757;406;113;304;eigene Auszählung;;
03159011;Ebergötzen;1589;1380,4;1376,2;353,9;0;382,1;205,2;188,1;38,3;101,1;35,7;19,1;52,7;anteilig geschätzt;SG Radolfshausen;
03159012;Elbingerode;346;314,7;314,6;129,2;0;80,3;42,9;22;5,6;21,8;7,3;1;4,5;anteilig geschätzt;SG Hattorf am Harz;
03159013;Friedland;5630;4961;4945;1308;0;1229;721;720;191;382;197;35;162;eigene Auszählung;;
03159014;Gieboldehausen, Flecken;3121;2606,1;2590,5;886,8;0;432,6;600,5;183,6;132,4;145,6;98,2;41,1;69,7;anteilig geschätzt;SG Gieboldehausen;
03159015;Gleichen;7075;6345;6319;1625;0;1629;732;1109;251;561;189;47;176;eigene Auszählung;;
03159016;Göttingen, Stadt;84350;70227;69935;13037;0;14610;6373;16403;2631;12294;2552;240;1795;eigene Auszählung;;
03159017;Hann. Münden, Stadt;17442;14058;13967;3504;0;3524;2798;1338;487;1063;669;97;487;eigene Auszählung;;
03159018;Hattorf am Harz;3220;2660,9;2641,8;747,5;0;772,9;487,3;198,7;85,7;145,5;98,8;27,9;77,5;anteilig geschätzt;SG Hattorf am Harz;
03159019;Herzberg am Harz, Stadt;9939;7872;7816;2070;0;1959;1681;567;275;576;394;58;236;eigene Auszählung;;
03159020;Hörden am Harz;771;674,4;673,2;211,1;0;179,4;126,7;47,9;28,1;42,6;21,5;5;10,9;anteilig geschätzt;SG Hattorf am Harz;
03159021;Jühnde;753;671,6;670,5;210,8;0;165,5;100,5;73,6;31,9;41,6;18,3;8,1;20,2;anteilig geschätzt;SG Dransfeld;
03159022;Krebeck;863;768,6;767,3;348,5;0;116,7;94,9;85,5;34;46,4;19,4;8,3;13,6;anteilig geschätzt;SG Gieboldehausen;
03159023;Landolfshausen;869;796,1;794,4;235;0;233,9;81,6;115,7;24,4;64,8;22,5;4,5;12;anteilig geschätzt;SG Radolfshausen;
03159024;Niemetal;1210;1076;1071,8;344,5;0;256,6;188,8;75,8;45,8;50,3;50,4;19,2;40,4;anteilig geschätzt;SG Dransfeld;
03159025;Obernfeld;791;697,1;694,7;292,2;0;106;122,6;73,5;36,5;23,9;16,8;12,5;10,7;anteilig geschätzt;SG Gieboldehausen;
03159026;Osterode am Harz, Stadt;16682;13418;13318;3784;0;3592;2477;1146;501;860;528;64;366;eigene Auszählung;;
03159027;Rhumspringe;1401;1176,2;1164,5;570,3;0;166,7;192;70,2;47,2;52,1;15,4;9,9;40,7;anteilig geschätzt;SG Gieboldehausen;
03159028;Rollshausen;680;587,3;585;246,1;0;94,8;102,6;47,2;29,4;27,8;17,9;10,1;9,1;anteilig geschätzt;SG Gieboldehausen;
03159029;Rosdorf;9364;7773;7739;2096;0;1904;1197;1088;297;563;299;58;237;eigene Auszählung;;
03159030;Rüdershausen;671;568,8;566,5;231,5;0;115,8;104,1;36,1;11,8;32,2;14,3;12,2;8,5;anteilig geschätzt;SG Gieboldehausen;
03159031;Scheden;1471;1247,6;1241,4;373;0;296,3;217,4;126,4;54,2;73,8;52;16,7;31,6;anteilig geschätzt;SG Dransfeld;
03159032;Seeburg;1289;1160,2;1152;381,7;0;226,6;198,8;143,3;51,9;72,2;46,1;4,9;26,5;anteilig geschätzt;SG Radolfshausen;
03159033;Seulingen;1047;949;945;421,1;0;153,5;150,8;69,9;45,5;49,2;25,3;10,4;19,3;anteilig geschätzt;SG Radolfshausen;
03159034;Staufenberg;6248;5350;5284;1463;0;1214;1121;462;171;353;218;58;224;eigene Auszählung;;
03159035;Waake;989;879,3;875,4;244,3;0;210,8;114,5;145;31,8;61,7;35,4;7,1;24,8;anteilig geschätzt;SG Radolfshausen;
03159036;Walkenried;3461;2725;2715;760;0;574;739;128;108;165;146;25;70;eigene Auszählung;;
03159037;Wollbrandshausen;514;416;412,8;189,4;0;63;66,8;30,9;14,8;21,5;15,1;3,6;7,7;anteilig geschätzt;SG Gieboldehausen;
03159038;Wollershausen;324;283;280,9;102,5;0;63,4;48,2;16,9;8,9;18,6;7,3;5,2;9,9;anteilig geschätzt;SG Gieboldehausen;
03159039;Wulften am Harz;1463;1242;1234,4;371,1;0;350,3;205,1;100,3;36,6;74,1;50,5;13,1;33,3;anteilig geschätzt;SG Hattorf am Harz;
03241001;Hannover, Landeshauptstadt;365201;302802;301224;60284;0;68747;34824;59403;12313;43123;12567;1055;8908;eigene Auszählung;;
03241002;Barsinghausen, Stadt;25747;21972;21850;6169;0;5365;3868;2636;784;1502;820;120;586;eigene Auszählung;;
03241003;Burgdorf, Stadt;22872;19522;19432;5660;0;4516;3056;2572;864;1468;636;140;520;eigene Auszählung;;
03241004;Burgwedel, Stadt;16043;14152;14100;5057;0;2866;2003;1919;747;727;371;76;334;eigene Auszählung;;
03241005;Garbsen, Stadt;42556;34474;34253;9432;0;8242;6888;2891;1390;2622;1691;197;900;eigene Auszählung;;
03241006;Gehrden, Stadt;11644;10133;10081;3155;0;2329;1468;1383;480;639;342;52;233;eigene Auszählung;;
03241007;Hemmingen, Stadt;14574;12845;12797;3803;0;3100;1673;1991;642;862;404;48;274;eigene Auszählung;;
03241008;Isernhagen;18196;15956;15897;5629;0;3301;2184;1962;1016;854;528;63;360;eigene Auszählung;;
03241009;Laatzen, Stadt;29308;23953;23800;6336;0;5986;4440;2485;927;1892;1045;100;589;eigene Auszählung;;
03241010;Langenhagen, Stadt;38330;31230;31017;8223;0;7145;6091;3067;1191;2611;1544;190;955;eigene Auszählung;;
03241011;Lehrte, Stadt;32544;27364;27199;7142;0;6535;4899;3105;1110;2197;1103;202;906;eigene Auszählung;;
03241012;Neustadt am Rübenberge, Stadt;34557;29453;29311;8665;0;6754;5657;3074;1273;1813;1068;216;791;eigene Auszählung;;
03241013;Pattensen, Stadt;11349;9908;9864;3088;0;2377;1713;1133;374;598;265;85;231;eigene Auszählung;;
03241014;Ronnenberg, Stadt;16980;13826;13744;3284;0;3351;2677;1644;527;1091;670;79;421;eigene Auszählung;;
03241015;Seelze, Stadt;24267;19861;19732;4947;0;4723;3850;2264;719;1632;951;104;542;eigene Auszählung;;
03241016;Sehnde, Stadt;18171;15267;15194;4399;0;3495;2875;1649;589;1110;554;107;416;eigene Auszählung;;
03241017;Springe, Stadt;22504;19201;19095;5276;0;4675;3155;2524;710;1396;584;176;599;eigene Auszählung;;
03241018;Uetze;15761;13575;13518;3810;0;3167;2450;1364;573;977;497;258;422;eigene Auszählung;;
03241019;Wedemark;23254;20546;20483;6687;0;4134;3282;2753;1084;1214;588;120;621;eigene Auszählung;;
03241020;Wennigsen (Deister);11206;9873;9840;2579;0;2401;1269;1822;408;710;316;52;283;eigene Auszählung;;
03241021;Wunstorf, Stadt;31519;26899;26758;7546;0;6461;4085;3513;1166;1903;1024;275;785;eigene Auszählung;;
03251001;Affinghausen;640;528,5;527,1;157,6;0;115,2;107,3;44,6;24,1;36,2;13,7;9,5;18,9;anteilig geschätzt;SG Schwaförden;
03251002;Asendorf;2257;1917,6;1911;572,8;0;414,6;352,5;201,5;84;126,7;71,9;33,8;53,2;anteilig geschätzt;SG Bruchhausen-Vilsen;
03251003;Bahrenborstel;910;768,2;766,6;336;0;155,6;102,4;53,1;47,7;28,3;11,7;13,8;18;anteilig geschätzt;SG Kirchdorf;
03251004;Barenburg, Flecken;991;793,2;788,7;264,3;0;178,1;167;63,4;27,6;30,6;30,1;10,3;17,3;anteilig geschätzt;SG Kirchdorf;
03251005;Barnstorf, Flecken;4615;3670,5;3646,6;972,3;0;831,6;912,6;261,3;183,6;223;165;33,7;63,5;anteilig geschätzt;SG Barnstorf;
03251006;Barver;773;633,6;633,3;204,6;0;148,9;127,8;47,4;22,6;37,2;19;8,1;17,7;anteilig geschätzt;SG Rehden;
03251007;Bassum, Stadt;12847;10664;10623;3169;0;2358;1921;1105;444;801;437;106;282;eigene Auszählung;;
03251008;Borstel;916;778,2;774,5;308;0;177,6;92,4;59,7;34,9;55,6;18,1;8,2;20;anteilig geschätzt;SG Siedenburg;
03251009;Brockum;907;783;782,7;233;0;171,5;128,8;84,5;53;51,1;24,1;8,5;28,2;anteilig geschätzt;SG Altes Amt Lemförde;
03251011;Dickel;384;321;319,9;93,6;0;70,9;73;28,8;12,5;20;9,3;3,2;8,6;anteilig geschätzt;SG Rehden;
03251012;Diepholz, Stadt;11959;9339;9287;2621;0;2028;1912;851;458;684;407;80;246;eigene Auszählung;;
03251013;Drebber;2281;1895,2;1886,7;617;0;410,5;391,4;128,2;72,8;120,1;64,5;23,4;58,8;anteilig geschätzt;SG Barnstorf;
03251014;Drentwede;754;614,2;609;195,7;0;129,5;142,5;30;39;33,5;18,7;6,2;13,9;anteilig geschätzt;SG Barnstorf;
03251015;Ehrenburg;1182;978,2;975;305;0;209,8;200,2;92,1;61,9;53,7;22,9;11;18,4;anteilig geschätzt;SG Schwaförden;
03251017;Eydelstedt;1340;1144,1;1134,7;350;0;260,3;235,5;97,4;58,6;60,4;34,8;11,8;25,9;anteilig geschätzt;SG Barnstorf;
03251018;Freistatt;469;237,1;237;62,6;0;58,4;42,3;22,2;7,1;22,7;7,2;2,9;11,6;anteilig geschätzt;SG Kirchdorf;
03251019;Hemsloh;400;329,8;328,6;106,4;0;52,5;61,9;25,2;23,7;27,3;12,6;6,3;12,7;anteilig geschätzt;SG Rehden;
03251020;Hüde;970;822,7;821,4;256,7;0;203,6;117,8;82,4;66,4;49,8;21,8;3,1;19,8;anteilig geschätzt;SG Altes Amt Lemförde;
03251021;Kirchdorf;1646;1346,1;1339,2;472,5;0;279,4;243,2;96,7;77,5;74,7;24,9;38,3;32;anteilig geschätzt;SG Kirchdorf;
03251022;Lembruch;954;784,6;783,2;275,1;0;175,7;116,6;83,8;54,7;38,9;18,4;2,9;17,1;anteilig geschätzt;SG Altes Amt Lemförde;
03251023;Lemförde, Flecken;2569;2104,9;2093,2;584,6;0;516,3;369,2;204,4;130,9;131,4;82,4;9,4;64,6;anteilig geschätzt;SG Altes Amt Lemförde;
03251024;Maasen;350;288,7;286,4;111;0;56,4;46,3;23;12,9;14,8;5,8;9,4;6,8;anteilig geschätzt;SG Siedenburg;
03251025;Marl;547;455,2;453;147,6;0;98,7;64,9;44,7;35,6;30,5;15,5;1,9;13,6;anteilig geschätzt;SG Altes Amt Lemförde;
03251026;Martfeld;2358;2017,1;2005,6;560,1;0;482,3;322,3;269,1;78,6;142,1;70,6;27,6;52,9;anteilig geschätzt;SG Bruchhausen-Vilsen;
03251027;Mellinghausen;818;700,8;699;259,7;0;152,5;107,7;57,9;36,1;48,4;13,9;9,8;13;anteilig geschätzt;SG Siedenburg;
03251028;Neuenkirchen;918;777,9;771,1;221,1;0;162,6;190,1;57,4;37,8;58,3;12,8;6,9;24,1;anteilig geschätzt;SG Schwaförden;
03251029;Quernheim;386;335;329,9;97,4;0;87,3;48,4;37,1;19,9;17,4;12,5;2,5;7,4;anteilig geschätzt;SG Altes Amt Lemförde;
03251030;Rehden;1681;1395,6;1382,8;487,9;0;279,2;273,9;85,1;66,5;82,6;64,9;10,9;31,8;anteilig geschätzt;SG Rehden;
03251031;Scholen;614;515,8;514,1;151,2;0;132,7;96,4;35,1;35,5;27,3;14,1;7,4;14,4;anteilig geschätzt;SG Schwaförden;
03251032;Schwaförden;1181;994,2;987,2;274,9;0;262,1;199;87,4;45,4;52,5;29;13,4;23,5;anteilig geschätzt;SG Schwaförden;
03251033;Schwarme;2090;1773,4;1770;513,8;0;360,9;373,5;197,1;70,7;126,7;54,8;31,2;41,3;anteilig geschätzt;SG Bruchhausen-Vilsen;
03251034;Siedenburg, Flecken;916;766,5;763,6;276,6;0;176,7;114,1;55,3;36,4;59,6;22;5,9;17;anteilig geschätzt;SG Siedenburg;
03251035;Staffhorst;413;357,8;356,5;130,7;0;81,8;38,6;43,2;18,7;16,5;12,1;9,7;5,2;anteilig geschätzt;SG Siedenburg;
03251036;Stemshorn;550;454,7;453,6;136,6;0;125,9;69,5;42;27,5;29,8;11,2;3,8;7,3;anteilig geschätzt;SG Altes Amt Lemförde;
03251037;Stuhr;26650;22951;22833;7008;0;5329;3641;2443;1122;1591;923;186;590;eigene Auszählung;;
03251038;Sudwalde;841;708,3;707,5;213,2;0;152,6;125;63,5;36,3;47,9;32,5;13,7;22,8;anteilig geschätzt;SG Schwaförden;
03251040;Sulingen, Stadt;9657;7591;7548;2229;0;1752;1432;686;344;522;335;84;164;eigene Auszählung;;
03251041;Syke, Stadt;19788;16684;16619;4557;0;3925;2653;2159;669;1353;656;178;469;eigene Auszählung;;
03251042;Twistringen, Stadt;9533;7764;7732;2894;0;1396;1340;723;382;490;245;96;166;eigene Auszählung;;
03251043;Varrel;1058;893,4;889,9;334,4;0;196,9;166,4;44,1;47,4;40,4;26;22,2;12,1;anteilig geschätzt;SG Kirchdorf;
03251044;Wagenfeld;5280;4304;4290;1578;0;908;765;264;270;197;142;57;109;eigene Auszählung;;
03251045;Wehrbleck;602;515;511,6;177,1;0;124,6;80,7;36,5;26,7;28,3;14,1;8,4;15,2;anteilig geschätzt;SG Kirchdorf;
03251046;Wetschen;1380;1168;1164,4;389,5;0;245,6;237,4;71,5;54,7;73,1;47,1;14,6;30,9;anteilig geschätzt;SG Rehden;
03251047;Weyhe;25128;21778;21676;6259;0;5498;3171;2738;873;1521;810;142;664;eigene Auszählung;;
03251049;Bruchhausen-Vilsen, Flecken;7174;5965,9;5937,4;1688,3;0;1389,1;1000,8;744,3;254,6;406,5;193,7;81,4;178,7;anteilig geschätzt;SG Bruchhausen-Vilsen;
03252001;Aerzen, Flecken;8411;6974;6941;1909;0;1726;1526;605;241;376;264;73;221;eigene Auszählung;;
03252002;Bad Münder am Deister, Stadt;13270;11063;10999;3037;0;2729;2110;1154;402;747;408;77;335;eigene Auszählung;;
03252003;Bad Pyrmont, Stadt;14858;11283;11202;3215;0;2356;2559;1068;478;722;452;60;292;eigene Auszählung;;
03252004;Coppenbrügge, Flecken;5483;4779;4759;1336;0;1186;980;462;185;313;147;39;111;eigene Auszählung;;
03252005;Emmerthal;7851;6725;6682;1967;0;1630;1445;568;260;342;235;59;176;eigene Auszählung;;
03252006;Hameln, Stadt;41016;32215;32043;8468;0;7641;6124;3672;1174;2662;1272;189;841;eigene Auszählung;;
03252007;Hessisch Oldendorf, Stadt;13947;11632;11574;3224;0;2653;2669;1032;430;671;445;105;345;eigene Auszählung;;
03252008;Salzhemmendorf, Flecken;7361;6214;6187;1604;0;1547;1477;530;222;394;180;54;179;eigene Auszählung;;
03254002;Alfeld (Leine), Stadt;14412;11650;11577;3022;0;3275;2133;1168;431;740;402;76;330;eigene Auszählung;;
03254003;Algermissen;6369;5696;5662;1838;0;1236;1057;676;217;287;188;35;128;eigene Auszählung;;
03254005;Bad Salzdetfurth, Stadt;10587;8914;8874;2419;0;2384;1597;977;297;534;320;56;290;eigene Auszählung;;
03254008;Bockenem, Stadt;7521;6322;6288;1695;0;1419;1746;415;239;330;214;48;182;eigene Auszählung;;
03254011;Diekholzen;5096;4397;4383;1404;0;1069;695;542;174;253;124;21;101;eigene Auszählung;;
03254013;Eime, Flecken;2141;1865,3;1859,8;485,5;0;535,4;358,1;165,4;69;109,4;67,2;11,5;58,3;anteilig geschätzt;SG Leinebergland;
03254014;Elze, Stadt;6868;5778;5745;1597;0;1478;1101;505;241;438;214;34;137;eigene Auszählung;;
03254017;Giesen;7526;6668;6629;2153;0;1544;1139;698;264;384;218;33;196;eigene Auszählung;;
03254020;Harsum;9057;8019;7979;2762;0;1733;1422;803;307;422;256;56;218;eigene Auszählung;;
03254021;Hildesheim, Stadt;73768;59402;59078;13997;0;13673;8624;8828;2127;7524;2424;206;1675;eigene Auszählung;;
03254022;Holle;5553;4918;4896;1437;0;1257;838;571;171;278;186;52;106;eigene Auszählung;;
03254026;Nordstemmen;9633;8393;8352;2211;0;2130;1685;897;310;539;260;53;267;eigene Auszählung;;
03254028;Sarstedt, Stadt;14793;12367;12308;3082;0;2945;2524;1278;522;963;561;78;355;eigene Auszählung;;
03254029;Schellerten;6308;5548;5535;1768;0;1302;1091;534;185;304;152;41;158;eigene Auszählung;;
03254032;Söhlde;6238;5356;5325;1376;0;1297;1221;453;221;317;211;41;188;eigene Auszählung;;
03254041;Duingen, Flecken;3898;3241,2;3227,4;867,6;0;792,4;789,1;254,2;131,8;188,4;103,5;23,9;76,5;anteilig geschätzt;SG Leinebergland;
03254042;Freden (Leine);3634;2951;2919;790;0;720;661;238;91;196;92;28;103;eigene Auszählung;;
03254043;Gronau (Leine), Stadt;8787;7487,5;7447,8;1986,8;0;1879,2;1625,9;632,5;289,2;485,3;305,3;57,7;185,9;anteilig geschätzt;SG Leinebergland;
03254044;Lamspringe;4327;3651;3636;1202;0;926;639;294;120;204;124;18;109;eigene Auszählung;;
03254045;Sibbesse;4640;4057;4041;1183;0;1015;796;374;127;253;158;22;113;eigene Auszählung;;
